-0.04486267318420811, -289.8343028275095
0.949260822710575, -243.70463868728308
1.9603529474806063, -204.0284120340326
2.9724870056026242, -183.1695017177016
3.984591294200304, -161.77295379174433
4.963710949826445, -144.67393439987617
5.959442000035726, -127.57670117946861
6.955113511196319, -109.4041927398084
7.967455955988737, -92.30874569086137
8.946813767809623, -79.51082717600335
9.959483677369807, -68.32939383294529
10.955661270444228, -59.29672475693181
11.951957941616016, -52.414606119423354
12.948284382312146, -46.07012509154123
13.944670362056971, -40.800919282911636
14.941115880850464, -36.60698869353459
15.937531630119622, -31.87542049453127
